1100 5000
559 264 7597
752 937 7611
909 131 2562
854 409 6278
292 550 9998
245 193 6785
410 530 5402
95 771 499
649 145 26
388 268 8593
626 978 56
822 630 3944
784 438 8474
897 343 7134
874 786 1183
772 1031 3876
808 340 3357
161 435 4879
1059 135 2023
37 522 242
29 47 6771
436 1020 3100
831 856 5889
104 652 3231
90 578 6769
472 401 1899
99 108 1038
255 269 6724
233 379 7610
507 567 5732
100 747 5030
671 234 3102
922 1064 7557
511 220 3660
593 309 1337
361 780 3289
59 1031 3597
249 185 6717
1024 570 3147
834 128 2914
217 228 960
746 1050 3694
399 871 1409
755 433 6228
967 78 1636
655 438 5168
744 649 698
1092 1049 7934
608 972 5403
806 857 4183
471 1073 8162
731 871 4111
276 169 7833
1036 1076 8866
764 942 9495
951 496 7432
970 139 3632
767 130 9132
1053 889 656
807 747 5812
689 117 6685
950 999 4655
212 326 9175
345 262 1450
1062 1025 7843
756 1027 3339
1039 897 3929
1023 715 3211
954 667 4251
909 526 197
773 114 314
609 116 8264
215 327 1390
1089 823 7451
991 784 9027
733 439 4105
971 530 1501
552 452 968
262 457 7734
1012 418 2611
461 90 725
26 698 2940
589 912 9718
530 1052 2541
580 942 6624
858 575 7815
1063 597 9896
115 48 147
982 461 403
468 525 7672
478 985 5061
754 1010 8310
45 650 2073
915 80 5525
255 811 2818
530 569 5444
296 683 6741
591 949 3340
389 983 2101
492 502 9977
215 31 4461
976 785 4922
537 981 3271
1010 795 7250
486 1049 7013
1055 631 5233
1099 926 6015
791 417 9915
682 957 5197
1034 348 8650
810 715 181
470 590 6865
343 26 697
714 87 8692
215 724 6092
527 679 9522
459 677 9500
125 519 9568
740 100 6224
288 34 6224
338 843 7238
570 365 4327
486 707 8504
282 320 1843
873 687 9866
617 113 1744
990 572 9272
89 848 9190
856 639 1190
532 927 3723
555 316 3117
192 885 7481
570 270 8088
25 703 4559
667 628 4145
1085 144 3858
928 33 5281
500 274 4428
741 29 3919
930 560 2597
204 166 9112
321 357 6348
801 1078 1169
1040 3 4271
499 821 7050
643 805 2893
1052 633 378
1084 184 2651
864 924 5631
182 906 5543
578 9 8608
341 481 8417
988 334 9294
8 273 2448
830 771 3369
80 466 4625
572 569 1609
301 553 3592
151 316 2468
334 497 3073
128 1074 1833
1035 314 5514
403 353 7947
849 360 3571
196 89 4242
516 168 3159
541 892 7827
249 244 9879
293 395 6446
312 880 8742
136 1007 2067
1068 1093 5532
433 396 5484
131 144 5795
102 491 736
995 59 7355
153 599 4898
31 999 3742
462 343 2888
107 654 7967
401 941 7225
667 1061 2917
451 393 6164
586 676 9907
1081 777 5650
868 671 408
822 975 5158
872 1005 5156
1013 366 3051
600 625 4956
118 1025 297
642 743 7257
58 93 7701
22 679 9576
280 811 2804
81 578 5274
888 451 9200
397 222 9705
905 286 5722
655 885 7346
110 1002 6022
658 695 7465
66 905 9909
19 1078 2487
646 409 49
950 490 626
975 429 629
875 826 8602
679 630 8288
52 336 8924
50 597 2126
1071 155 4172
787 372 5276
748 390 7953
134 1036 4814
635 1037 8803
612 911 3031
1040 685 9008
894 415 5537
881 467 8372
804 668 8821
781 790 4475
353 477 1646
980 124 4388
485 409 2275
398 95 8111
800 707 3521
682 798 7706
290 591 3072
678 371 2638
302 75 2805
522 1007 9595
1048 259 6823
845 291 4398
84 775 1158
358 224 7153
568 75 5711
741 756 1108
346 97 8299
517 927 1921
207 128 8195
563 801 4654
609 900 2764
31 644 4154
980 728 9480
290 1085 7203
642 705 2477
904 345 4685
711 842 6481
9 410 2459
930 616 8286
976 231 1838
1081 839 1237
345 1022 833
998 1053 5012
530 242 9696
132 1035 2052
1061 838 2896
545 449 8989
277 609 699
936 590 3366
773 618 6148
463 598 2287
1051 942 7660
83 992 312
1094 573 7754
42 704 3488
793 816 9578
941 412 778
981 689 5386
331 676 8028
449 500 6897
796 962 294
882 1065 3688
93 47 1231
205 193 2403
710 234 758
997 78 8774
226 70 3837
1003 103 6077
341 433 7952
268 881 6804
964 577 8117
209 510 9481
548 603 8080
930 959 2572
632 568 5357
242 616 2134
667 842 4856
403 896 6158
980 136 9442
183 403 8075
38 418 1851
855 627 2112
535 226 166
414 56 2676
637 839 1043
1093 1080 7811
679 798 9852
334 101 647
243 132 5583
736 466 9037
1010 504 1555
912 258 6133
376 944 2810
441 410 6465
669 1046 8556
211 1039 7135
521 769 6385
724 154 7437
723 548 2720
857 183 185
445 93 9340
451 56 5597
1083 431 7493
993 1024 6754
9 592 9599
964 802 4089
951 375 8709
635 150 1962
723 1024 2709
942 780 392
526 277 9436
766 727 8043
314 862 1974
958 906 4097
911 914 7088
962 930 8341
2 932 5667
911 618 5269
872 240 7792
433 81 1524
176 758 5500
163 575 7626
205 1041 387
678 898 2944
126 861 9058
13 874 6339
1006 875 5570
324 837 9487
892 761 5526
284 93 2758
607 268 5015
258 430 4342
635 786 9982
622 364 5779
565 489 1191
474 654 9464
212 711 7391
1033 1034 7327
119 826 7587
696 161 879
253 919 298
568 76 5279
661 710 3865
542 383 4380
372 1100 4568
1063 625 573
426 989 735
816 921 721
1095 1040 5798
881 635 3758
912 888 2476
109 507 3803
40 67 5364
604 760 7547
583 31 5998
102 1093 3422
427 571 2510
361 438 8831
533 432 8222
430 365 9856
487 176 9195
514 436 1253
768 475 371
632 130 6530
1030 864 1861
327 966 3905
248 444 2127
210 956 7565
940 389 248
661 818 7764
68 357 4639
363 1022 227
215 690 3453
438 373 8183
167 302 5146
79 628 5263
1084 1027 5458
610 136 114
726 127 2654
326 787 6171
289 855 3479
580 269 701
206 635 4342
610 1072 3414
992 139 8167
190 217 8246
504 352 7072
162 14 9860
927 891 9086
980 116 2973
902 557 4079
81 36 5247
433 393 433
526 1002 7305
991 1046 5095
657 287 5663
2 790 2915
525 3 1680
84 929 3170
1022 808 3986
546 610 4594
924 842 3281
622 174 273
954 699 1726
310 741 5823
904 297 7709
767 450 5351
33 974 7853
412 110 1682
581 183 5841
1018 728 6502
911 703 7143
991 224 1168
515 229 2918
93 539 2158
715 342 7054
524 160 2203
174 192 1029
926 603 3390
559 236 8372
1000 153 1651
1 116 953
1096 158 4228
163 673 5556
81 917 4946
738 531 1140
744 1054 9799
98 279 191
426 105 345
67 815 7080
990 866 733
440 1019 8600
592 1014 1257
19 228 1681
927 308 1597
172 98 6828
1011 841 1433
1062 938 4412
52 416 9968
1048 482 9782
1028 372 6048
212 963 5266
611 455 931
219 625 7858
652 603 5318
748 775 9115
427 837 2655
60 798 4492
123 1001 8359
290 1 4941
171 1028 1664
1070 291 3826
787 1053 8732
417 171 4257
427 974 8659
744 622 6885
58 100 74
364 311 8023
507 433 7276
1066 722 8176
58 1045 4155
521 1014 5945
998 701 8497
982 169 9419
490 747 393
600 390 9366
385 599 3165
210 14 9576
832 521 9360
407 638 9782
1082 695 3326
888 267 2391
832 316 2243
880 197 164
1099 686 4010
243 186 5452
8 722 3602
24 931 1116
351 662 8836
11 121 1473
392 254 319
869 42 685
311 1025 9100
454 805 4297
1069 955 3234
78 97 8219
881 256 8840
83 279 1522
398 630 7936
285 640 5356
657 83 4661
775 3 3654
211 313 8279
910 918 3383
858 1038 1089
392 16 9085
262 1048 9440
854 30 1670
175 427 8999
310 711 3490
717 419 8572
430 245 6626
183 455 3691
961 417 2008
495 174 4446
983 717 5013
467 979 9160
358 884 6842
528 1058 2820
378 420 2283
868 188 6701
339 617 9098
117 800 7452
207 812 3568
114 207 8094
111 241 4262
275 708 292
387 117 1375
528 796 9033
299 74 3904
781 941 4991
734 331 9660
931 447 8859
634 653 9922
754 919 3528
99 1029 3469
160 356 8828
252 742 5396
278 321 8492
262 619 3465
665 452 3805
308 85 4435
567 67 8334
677 852 6486
498 505 3604
678 755 485
1098 915 2140
177 218 4081
472 495 5853
615 757 7571
679 473 574
735 780 8858
22 398 576
855 1074 3180
140 624 236
496 353 6191
780 350 1657
319 678 574
751 49 7020
403 816 28
825 394 3501
599 181 8780
608 202 8230
836 108 8003
815 399 7078
350 894 2630
792 725 4479
1048 95 4156
421 845 7057
593 299 8024
420 176 7817
872 926 5649
1004 585 9602
433 320 8009
935 186 3708
13 688 6653
542 379 978
473 327 5172
1080 899 9669
788 391 319
211 963 4694
180 734 9719
480 637 6956
982 1069 4275
490 1056 3913
549 120 3400
402 813 5278
31 185 7556
702 317 4455
322 4 5697
241 367 1311
486 698 8445
557 77 4933
112 1058 2654
138 600 9609
350 48 9228
301 601 4140
631 631 5177
186 385 6493
792 706 7848
841 1098 7266
751 484 2563
447 1040 2092
932 203 2749
285 340 5248
845 690 9648
272 990 6248
663 520 8731
139 858 5915
83 549 172
183 441 5470
800 244 9205
863 842 1096
206 673 8098
454 9 837
354 853 9578
453 176 7720
52 839 539
282 29 4648
1048 264 8149
320 446 3089
841 145 3484
897 59 1426
892 264 8198
1089 870 9159
677 275 1211
955 879 6287
174 930 8525
64 112 5805
812 211 8268
212 682 113
1000 574 1310
1084 370 4420
1061 313 5184
610 301 5405
168 30 331
579 36 9609
65 209 5838
541 424 4101
1045 287 312
865 498 7345
29 550 4319
438 533 6788
1058 645 2201
993 154 8653
849 322 6982
979 900 3117
887 16 4777
776 708 2501
777 804 7287
40 568 7285
1084 597 1934
502 86 4718
442 43 3414
694 87 9867
146 935 9588
880 813 139
548 751 7806
425 427 7465
877 255 8569
515 446 2088
651 581 1784
236 135 1670
353 576 6164
318 169 6803
285 466 2637
724 245 6702
963 793 8604
420 269 4182
585 45 7536
605 559 8033
92 110 314
328 345 5048
497 850 9023
1012 67 7143
514 351 1708
3 127 6053
456 1089 5997
559 560 9965
141 44 6809
128 648 6519
561 892 28
626 119 8325
673 767 6126
347 678 492
341 244 3995
648 398 6221
252 853 3661
648 463 4120
364 603 1416
124 883 4115
443 495 4306
1022 20 124
846 844 5942
723 90 5220
515 430 3815
961 129 8012
433 533 864
45 80 7326
216 596 1581
431 719 1163
498 61 6809
355 1083 6128
331 980 3223
1072 603 764
443 169 2245
57 181 9373
68 613 905
931 657 2837
209 1024 1484
89 355 7302
1003 1004 3163
363 258 1797
690 740 1528
1064 712 8482
427 54 9502
371 263 8582
443 330 4646
100 313 1354
1088 521 9178
471 761 5884
724 815 1939
1038 77 1648
234 918 1488
714 881 3751
847 207 3656
49 729 5018
682 223 2200
980 322 9712
985 461 7584
762 1083 7396
97 707 310
435 644 5838
83 1030 3755
622 795 9987
772 541 8945
179 741 2873
797 323 7495
796 354 69
159 238 9781
42 52 1764
837 148 9670
398 735 9365
35 817 6294
741 490 4688
127 313 9381
23 491 3521
495 187 8395
241 34 8648
309 344 8338
990 385 289
553 273 6736
974 822 2322
1090 1008 9638
36 648 5579
723 926 1191
55 948 6482
1076 494 2820
522 735 2406
170 1043 4949
359 1084 4386
447 688 8110
834 561 6432
856 703 7891
745 738 9891
24 360 2416
866 567 7116
947 542 509
419 1063 6443
1024 284 1338
872 642 8621
309 140 6409
19 974 721
702 881 923
192 677 9660
482 852 7972
750 618 5238
865 616 1331
525 1034 4645
920 957 3829
157 881 9922
629 89 6862
689 259 4087
362 960 3919
584 52 5995
596 685 8599
19 334 216
956 250 31
538 775 7217
82 594 1473
62 902 6805
684 430 1246
497 171 2904
335 532 4564
1053 167 467
399 762 4151
597 780 737
464 787 986
795 224 8112
111 458 2205
535 519 7306
892 102 8388
237 750 1858
940 1084 1141
403 1036 807
221 487 6869
572 1083 10000
460 447 5439
597 293 4514
409 555 1871
813 141 7690
71 1032 8243
1010 168 393
1019 160 4576
459 714 1064
217 935 5850
585 558 7532
937 1017 9030
975 513 374
288 921 2428
211 786 5721
500 1008 4352
1042 1069 2272
134 39 6031
462 497 2896
725 865 630
374 502 6087
157 338 3
387 364 6068
1060 803 6040
240 1013 8477
660 412 7036
1011 506 104
734 791 2242
616 152 4590
112 876 7955
541 301 5556
580 458 3745
534 844 1608
1001 955 10
341 94 823
769 753 8086
5 816 3691
308 449 734
802 117 1085
691 228 8513
497 920 2513
652 399 6970
196 933 7265
255 985 7420
17 377 6213
639 46 5718
876 50 3933
519 509 5833
952 210 7449
588 1053 8028
152 449 8200
965 153 7698
186 500 5582
251 755 7919
170 923 4395
334 461 9840
151 388 7641
935 906 7902
1068 909 6511
368 549 7115
996 700 1316
495 564 4668
544 902 3619
578 52 3425
496 373 447
942 858 1859
334 61 5747
874 995 8504
27 14 865
338 382 3913
904 429 2512
819 923 5528
1038 518 9929
657 1095 9332
81 642 1156
428 484 1613
286 817 9125
684 742 4920
888 769 3885
1052 158 766
664 113 6294
27 932 8668
1054 869 1938
934 577 1684
1017 658 5826
372 137 1461
737 574 8429
61 158 722
380 1045 6242
865 48 1499
782 863 2664
28 889 1995
195 995 3215
1032 980 3592
916 897 6549
493 168 5237
705 904 8810
633 965 9367
506 396 1763
48 312 510
998 1094 2224
961 21 3065
907 367 8559
622 451 7690
913 418 7086
913 910 606
1049 666 9861
658 350 3977
425 855 7873
287 902 8136
349 952 2829
324 812 7301
88 619 3868
998 140 7170
688 104 6187
325 1016 9448
130 964 8413
43 521 7862
919 1097 8516
143 436 2970
779 936 2721
307 159 6784
160 247 7154
379 296 693
1048 983 48
1034 360 9063
981 641 5678
493 683 2351
506 502 8447
121 644 8434
942 322 6469
514 781 1128
898 1092 1826
951 370 3473
196 317 1056
643 250 7067
58 282 9407
435 926 4290
385 331 2043
484 603 4186
1017 445 1560
286 958 6992
965 907 7783
942 758 4152
114 953 9620
421 647 7669
1087 704 6802
194 39 2727
135 575 9657
577 1058 8811
714 27 6807
73 312 6365
364 328 6971
798 169 5780
501 282 7132
520 855 131
940 841 1134
541 86 8524
119 372 8299
975 948 1608
538 562 534
544 786 7897
560 202 4824
231 999 5844
962 400 8078
446 1071 8932
576 911 1824
309 503 6162
233 622 6233
883 648 433
390 85 6594
76 629 5331
72 88 932
548 470 3883
91 484 8334
68 929 3904
1051 404 4614
675 864 9969
536 148 9990
920 1030 7037
52 472 6274
997 699 1802
528 770 9041
411 369 4963
193 460 5346
526 679 26
982 630 6429
1095 356 4744
915 891 792
104 862 5573
93 914 696
166 962 6694
1019 389 7816
859 800 8884
373 44 2095
370 570 9174
195 451 1755
575 597 5310
719 412 2352
62 667 9113
434 759 2378
482 924 8740
1075 842 9880
542 753 6731
378 177 3175
672 547 3896
697 741 2798
403 216 846
312 934 8009
163 47 628
1028 480 9386
757 961 3262
348 1088 4055
480 681 807
310 1058 1184
336 782 6882
1083 378 5222
232 781 1689
130 144 8322
590 459 1320
617 386 7200
303 194 5712
116 542 3551
770 73 8532
129 534 5889
764 1022 4070
845 1004 8600
566 288 1232
807 417 7275
728 1006 5433
1000 675 1170
499 29 6864
162 144 3957
913 913 2329
296 93 5062
736 856 1683
858 600 2439
257 218 6478
740 1024 4646
114 803 1303
99 702 7077
468 252 7705
83 566 6448
391 530 3713
771 825 305
585 460 113
167 217 3664
1057 625 2533
186 416 2056
831 530 9611
434 780 164
862 147 7268
67 382 6633
666 772 8162
130 443 386
787 1027 1897
99 245 6766
162 354 9942
595 539 2658
2 422 8539
364 1007 3018
480 768 3616
847 986 7197
679 704 421
1040 833 5615
177 671 4193
1025 769 7837
42 1083 8042
784 729 4933
993 882 9506
631 146 6712
1048 625 6331
663 523 9717
812 101 2372
632 192 1656
1046 520 4227
438 596 6547
226 638 5929
520 321 7609
252 213 7291
709 995 7288
920 942 1412
2 656 5986
70 367 8586
841 998 6429
397 1095 9900
623 432 895
669 810 2532
850 229 1104
658 632 9268
400 240 5562
287 211 9355
950 212 7911
1035 282 4777
272 22 6727
800 570 3021
899 244 7853
646 1065 8114
877 966 9142
633 523 4925
600 923 2264
462 109 6926
316 111 2537
826 45 7870
755 317 8944
581 16 7413
401 1067 209
805 764 1173
918 540 5290
311 72 1112
335 824 4986
750 337 7847
427 652 7457
316 530 9801
485 336 6169
980 916 6637
945 368 7455
53 225 9518
377 194 5357
566 657 8781
329 43 9056
67 945 5392
1013 271 7143
21 586 4924
173 123 3511
642 2 6926
178 946 7246
932 50 2322
249 426 3915
257 43 3871
489 524 3466
444 590 8610
735 502 2580
730 522 618
305 694 4240
216 387 5093
93 564 591
338 395 940
11 795 18
826 1052 3112
248 440 1335
813 1036 6024
122 670 5025
954 299 8498
323 756 6244
762 971 4430
406 1063 6046
996 453 2192
688 463 2387
805 340 8338
16 588 1529
1003 452 4664
226 726 9486
103 731 3136
652 1053 6891
947 714 4261
377 171 4876
674 67 9628
265 754 7190
651 610 4182
40 777 1769
21 679 2472
1036 1057 2197
521 211 6227
457 862 5179
199 709 9644
912 137 1067
487 810 3685
666 1074 4790
207 777 4399
88 816 8327
708 836 1558
680 772 6466
428 344 8076
907 952 1237
237 51 4897
433 14 3485
799 500 6694
283 65 9420
672 423 7696
722 511 6211
448 118 9199
57 949 1322
722 277 2065
497 235 917
186 471 1119
734 903 6932
319 601 3231
864 1035 2347
283 758 7821
630 379 1131
693 979 3101
491 1035 9849
112 657 6277
228 205 8611
44 390 8382
62 24 7936
245 342 1989
927 257 4223
573 692 5781
794 221 7411
576 913 1089
476 455 4724
377 718 4780
553 946 5684
964 989 5026
897 103 7701
632 347 842
20 174 6550
595 898 1541
827 743 9862
337 371 426
826 846 6081
149 274 4498
280 827 7743
615 842 3084
392 638 1638
192 321 336
485 493 8761
1035 139 9259
75 965 2353
588 201 9175
914 78 6473
594 378 446
43 657 7372
438 324 8565
873 715 6054
310 907 4127
397 291 8419
658 377 5857
868 452 8573
872 1039 7625
147 1004 4103
419 649 9080
964 692 3689
288 181 3612
452 1053 6578
458 414 3936
784 810 2879
654 519 9955
510 286 6706
534 58 5697
758 204 1000
112 622 1401
792 485 8692
232 924 6024
1095 276 3776
472 885 2641
1060 568 6602
838 121 4421
992 782 1706
650 215 3515
398 24 6318
49 136 2939
349 1079 176
392 210 5399
615 356 3526
942 979 610
734 938 7129
236 675 5149
256 719 9582
713 268 2648
128 817 1972
997 865 4359
288 114 2537
215 657 2898
1065 172 9053
1091 165 3931
1052 899 1469
633 34 895
181 441 5813
815 205 5632
562 484 2400
333 381 765
391 820 4830
579 1034 3286
976 998 8509
628 40 4274
311 144 9572
779 776 7357
25 8 2049
1090 822 5353
221 284 3489
321 768 6421
337 59 3440
618 637 1073
455 665 1070
464 344 9662
789 654 1105
912 484 8880
1068 509 4487
868 498 7509
872 870 6944
260 242 8411
180 730 2621
919 247 2110
643 702 9774
265 65 1017
1026 1005 9771
830 816 3854
309 783 514
1047 550 9211
407 321 4633
50 733 6474
613 912 8204
133 883 1002
442 425 1803
315 689 1819
684 766 5323
454 495 8238
859 955 4272
673 1054 5473
35 360 3546
267 562 1978
893 74 3541
48 206 5323
549 648 1100
652 14 5588
22 697 1154
397 202 8900
486 1061 7707
258 785 2060
882 819 5819
727 1086 2280
204 878 6205
745 925 7511
119 525 1010
1018 228 123
558 250 8572
863 798 9773
714 183 285
420 440 4269
79 222 3640
250 1100 6677
981 356 6206
686 152 430
596 270 9406
205 340 2234
1079 897 3435
602 811 8332
175 424 1514
11 844 3606
632 922 79
971 223 4478
499 104 5133
904 789 1936
185 284 7506
1090 640 1997
23 770 8293
457 272 2955
740 446 2178
1054 608 6373
1011 291 4895
89 161 8969
418 659 8172
3 462 5060
838 798 3495
995 788 8134
391 810 1804
835 319 3075
989 1058 8072
467 63 3431
1091 125 3422
285 213 8034
6 783 3945
777 937 1006
137 674 5056
1031 721 6443
517 11 104
620 846 9474
46 734 6532
69 252 1846
699 243 2671
520 679 5435
654 684 969
498 513 4405
955 649 7679
10 579 999
4 1095 6361
808 766 5706
981 811 4692
164 1031 5495
510 630 4489
32 201 2920
1018 854 9755
587 403 3167
1091 410 8215
221 419 4746
71 423 892
1032 282 4810
789 162 9572
180 326 9603
127 987 8332
467 70 5532
386 1087 9238
193 725 3392
359 716 9001
226 936 7472
823 1007 5246
466 1090 2427
875 778 4840
199 958 9017
401 136 6803
284 602 9924
367 40 7463
356 232 387
748 742 3102
448 19 5990
871 841 48
616 359 1637
794 285 2814
34 483 4623
850 1035 8910
605 218 164
428 737 1303
390 1092 4786
1077 739 7427
430 239 6498
871 9 4038
118 777 6348
606 470 5533
772 503 7515
946 253 8250
156 857 2419
119 336 5555
273 878 9599
658 1006 1589
836 335 527
1033 258 6588
23 527 8664
470 33 1885
102 956 8388
369 801 9892
570 8 3200
988 126 8235
95 550 8812
293 107 5317
281 1095 7204
660 1027 461
1047 101 7839
162 571 8271
846 824 9978
933 92 4879
476 661 4586
875 701 9264
662 795 213
73 1087 8572
642 267 8118
597 926 2644
809 1024 5245
447 85 2267
270 1083 2890
1047 1067 7334
577 443 3846
115 217 4846
1030 878 2240
294 3 5626
765 796 2945
282 292 4722
978 1100 3898
674 598 9134
940 867 2316
1081 814 8183
366 290 6625
312 556 7193
957 485 8123
197 779 4577
674 443 1872
470 877 9915
244 906 9166
1041 479 7463
26 470 5782
1042 602 1395
1076 968 8236
452 179 892
44 35 1328
666 383 3406
494 109 8401
965 730 8077
931 973 4134
896 1065 9112
511 1091 4333
992 84 2686
238 59 5153
873 510 8283
16 705 570
744 423 4252
49 916 4012
101 781 6442
1029 763 2614
662 559 9131
925 121 2421
557 164 7504
943 401 8914
247 325 6923
830 493 1427
499 136 6901
702 336 5217
66 437 949
7 365 4011
1072 79 9921
1002 1003 6141
1074 612 4804
129 454 3656
342 852 4581
116 581 1173
595 131 4760
395 985 2395
11 1050 5183
711 108 1200
922 231 930
742 133 7132
835 258 6843
1090 539 2748
646 1032 10000
526 200 3232
898 794 3015
457 240 3599
503 403 1700
38 13 7407
89 934 6037
218 728 6721
401 462 8231
1044 603 8069
243 148 7852
142 673 8151
774 622 6744
740 130 3236
438 785 138
237 974 1102
295 1062 3788
583 331 8115
56 883 2928
1038 826 3030
206 1069 8430
709 262 1002
160 87 976
403 826 405
90 315 741
179 703 814
281 997 4527
520 632 2809
386 839 2792
713 776 1317
694 33 3837
975 741 351
677 900 7737
204 355 1715
960 444 9529
301 775 9232
766 1055 4580
93 626 1611
1001 1011 6101
592 775 3576
61 520 4808
749 395 7649
751 123 6600
840 326 2054
654 185 9950
782 637 424
665 303 930
445 547 5255
1007 599 7865
360 243 8039
335 455 1510
495 103 4004
295 1006 9226
994 745 8151
1100 298 3888
549 131 7176
924 796 2478
153 292 3376
159 350 9975
1023 709 1417
613 96 5371
722 590 2025
278 884 1730
903 777 8574
906 776 4271
145 376 1054
20 199 1801
350 503 7444
125 661 9593
499 735 7054
15 399 3401
137 21 7090
362 450 4825
491 252 501
265 209 5229
487 353 8956
840 373 2107
1040 874 5609
583 998 7422
628 549 9056
433 715 1255
333 852 5527
974 113 5876
298 603 7879
550 1019 9688
478 406 1540
1086 145 6964
792 237 8437
52 971 5687
1073 498 2335
781 930 2501
735 314 8852
1013 187 9764
488 484 3319
518 1034 8089
605 563 1994
97 700 8791
1060 391 279
849 595 7549
535 719 6547
921 399 7028
921 33 6042
673 1045 3380
688 584 1164
358 2 8949
1047 758 1963
92 854 9163
382 814 9005
1060 714 7099
509 148 7218
607 1068 8416
534 1040 8301
927 612 2397
559 352 6581
674 709 1434
722 807 291
384 899 1045
898 332 7010
703 444 6623
1 4 5570
170 610 8889
738 195 2728
238 174 2292
934 732 3695
166 305 255
499 78 62
642 613 7812
386 411 5943
1095 13 1086
469 165 789
1090 335 7950
578 124 9597
157 361 1770
500 346 553
94 512 757
549 62 386
710 703 8698
821 140 1208
315 286 3272
253 754 1989
41 743 4575
743 372 5798
539 529 3958
660 80 7803
412 174 266
620 874 6428
905 483 9282
854 355 3522
114 821 2507
485 1073 2861
73 166 2855
147 908 5027
344 498 4807
1053 57 4486
1008 620 4111
373 139 7584
1052 95 4966
234 1100 6772
807 113 2593
413 750 6217
925 974 2082
1080 21 4489
506 516 9386
764 621 4894
949 528 5213
360 1052 3803
643 1004 1049
461 289 5649
784 1095 5161
828 559 5562
845 384 6136
1026 515 7808
67 1020 6375
704 835 5795
298 683 6574
662 94 2626
217 889 3081
965 401 7221
613 84 8567
526 1064 9625
87 808 9608
774 885 7722
381 3 8993
656 707 4579
450 56 6262
924 869 7207
401 1085 8647
1033 950 5547
853 614 7383
971 39 6746
395 278 6205
355 1051 1489
828 332 9792
273 39 6850
551 488 1205
564 463 7125
823 1015 5710
869 947 4359
216 851 1424
1050 721 5715
595 168 2792
151 674 1494
591 401 3277
1034 825 4515
1083 276 7355
239 991 8369
264 713 184
425 482 8582
283 849 4433
1058 798 9005
772 444 1924
915 594 2797
1009 84 2050
637 18 8674
152 152 7249
458 391 3092
126 806 704
809 130 1437
391 564 4485
975 521 9934
231 193 4529
907 7 8122
1003 67 1258
552 704 7375
926 1007 2378
626 516 1120
217 641 725
673 502 9606
661 1044 5769
246 1070 3342
931 200 5334
960 158 3592
633 61 9611
390 764 6666
316 741 9272
394 419 3839
1013 635 9679
238 359 6032
843 1020 8775
1064 317 5044
705 299 196
690 158 6153
681 943 5713
1043 232 3629
1008 548 5869
1031 1093 2387
469 1005 6274
700 294 4584
331 189 2403
1006 304 3271
549 1008 770
596 597 5779
649 329 6421
913 272 305
841 331 8452
562 262 2296
548 730 3900
373 481 3046
557 812 2986
659 717 9489
282 317 5896
51 1065 244
281 613 6124
354 577 3147
658 318 7978
561 879 6239
456 478 8120
407 851 9653
652 459 4164
137 169 3132
1025 450 1600
872 652 9764
367 933 128
191 186 8405
589 995 8222
66 455 8152
1056 910 581
728 216 1783
880 868 6341
743 56 3010
526 133 5059
625 56 9611
841 423 8795
568 765 9032
872 253 626
545 319 8380
148 426 4589
229 53 5856
211 1084 8875
652 726 6631
313 303 1315
271 1080 2470
1033 820 3044
679 287 9160
510 211 7613
387 755 9083
566 903 6160
706 183 613
1062 545 4796
388 248 2874
870 560 4328
384 831 4407
106 915 9226
401 494 5265
361 55 4575
725 442 1729
307 1007 7583
466 765 6365
830 878 6210
78 165 3457
203 1035 1117
630 470 599
1037 575 7865
62 976 1710
626 388 1165
300 12 3206
881 470 2564
163 935 180
880 817 5557
889 894 3922
197 1096 4608
65 625 2577
915 713 3004
480 775 2579
689 452 9518
5 904 8729
710 684 1998
526 846 5484
5 625 9800
514 565 2445
87 914 6292
694 978 5669
822 793 4981
425 324 3455
55 64 9059
72 69 3662
252 778 5345
749 355 8042
133 512 8119
484 1025 1783
629 11 5196
1072 856 5826
1040 577 4270
621 54 8393
27 108 6256
985 332 9024
646 583 6254
42 384 508
284 516 4671
202 51 1595
836 831 4257
184 803 912
661 742 6841
830 414 5046
222 441 8105
929 477 5536
453 175 8771
1058 216 3454
917 651 5069
188 852 2471
634 740 5402
1091 1075 6504
354 787 7797
346 516 4263
391 889 3003
696 717 2131
383 221 2605
653 178 6121
206 147 7071
426 334 3575
697 967 3766
850 9 9192
705 363 5678
201 860 7493
263 151 9381
917 846 3949
948 128 3870
52 933 8099
624 38 7145
595 616 5678
621 212 7997
286 1061 2005
77 665 1319
654 1017 2779
798 332 7781
578 300 1726
126 299 9205
47 503 2637
146 26 1827
390 772 1842
20 292 1505
616 729 6217
272 805 8833
443 510 7149
221 207 8132
301 936 4784
278 114 2882
534 160 7736
623 305 9114
749 847 437
542 1018 5281
546 685 7409
662 956 2366
494 450 9475
394 822 8934
778 174 3769
361 603 4282
394 37 4342
1082 811 8398
695 459 3596
131 52 5613
11 597 8797
772 310 1505
137 955 5054
163 248 8576
396 1025 9849
465 437 6952
798 983 5440
39 964 7950
989 710 2660
584 840 1411
97 1003 2059
293 826 4468
497 962 3822
51 24 3621
578 572 1998
178 1036 3734
229 885 768
620 924 8131
569 964 7640
28 447 9732
638 695 9686
896 988 4911
515 536 4124
936 738 6799
657 367 1870
454 545 9457
839 773 3842
7 445 5717
289 1013 3480
181 1041 7078
1064 730 5773
749 678 4712
311 92 9047
986 80 6537
584 888 9403
906 241 3847
214 131 3172
255 137 2816
423 578 7080
