100 5000
29 21 703
37 46 4951
25 16 4741
77 41 9030
30 43 7552
82 53 3369
11 46 6204
89 40 9205
34 90 3984
8 12 6628
49 40 1848
51 28 9845
53 52 7761
45 80 3601
74 62 6743
77 43 5347
97 5 9445
1 94 7984
57 27 5173
40 86 7436
19 34 9128
19 36 8455
63 88 9459
23 32 590
75 57 1751
70 86 845
16 82 8050
60 34 6495
95 43 1021
19 34 7159
55 53 2344
82 23 7280
88 37 9619
98 12 4103
88 86 9759
90 7 3196
35 75 1430
36 34 663
30 81 2805
2 99 1839
60 5 743
4 38 7717
83 78 6253
53 27 6816
55 14 6654
14 56 8860
61 90 5134
90 25 4920
53 6 6200
9 7 6850
99 67 4307
93 22 1344
9 56 5473
14 8 9800
29 63 1265
82 28 1620
42 88 8061
27 78 8637
46 82 9842
97 90 9049
47 41 9767
53 33 4340
48 94 3695
21 7 3802
72 35 5116
36 69 1043
56 10 7483
68 88 3160
5 34 7793
98 30 1482
98 28 1474
64 32 5807
3 32 1252
49 4 1358
51 75 5644
66 10 4412
61 17 2873
43 85 6161
54 41 5546
46 38 875
27 36 8055
53 51 5038
11 6 3169
62 54 4272
19 56 4498
62 22 8760
26 34 8676
98 76 5012
58 29 6404
3 74 6342
30 52 2929
36 56 9579
73 66 3336
42 27 5190
65 45 1645
15 59 7818
74 84 1103
1 81 6278
65 91 5558
68 45 383
61 74 8587
89 9 1642
20 34 1708
55 75 34
96 91 4331
93 5 3889
10 30 9472
13 31 304
42 95 2546
52 62 5391
34 75 2416
72 63 1677
14 34 8210
21 89 1536
6 36 5926
36 28 8583
76 38 1912
47 2 942
3 95 3388
48 98 9302
90 84 1376
6 55 8890
82 20 1424
43 92 8664
78 98 5799
55 85 827
89 61 7916
1 59 1817
94 61 7863
34 61 5261
35 2 744
62 7 9250
51 40 6070
74 34 9261
37 11 5210
36 18 1895
62 6 9555
77 58 4013
45 4 1926
59 37 5838
71 23 1139
66 84 246
16 86 7537
85 60 4871
97 48 133
7 35 9250
1 48 3508
55 76 8465
19 72 4120
44 31 1156
81 1 7930
72 67 9465
69 34 4651
5 18 1262
27 66 1609
60 72 4196
61 72 7143
68 78 1071
85 49 1442
4 92 8824
12 25 2125
41 48 1143
6 16 8776
8 20 7445
69 99 2762
29 10 7234
24 70 5457
19 90 6987
89 26 5835
82 81 278
6 92 9802
82 85 8249
24 42 2216
51 49 2888
47 69 1486
8 97 4495
93 73 7516
50 43 4057
36 31 8934
70 64 9915
47 69 858
1 50 9694
1 25 9535
69 27 7735
56 73 5555
41 33 8252
87 25 9076
54 74 8818
63 61 4900
96 82 8763
10 81 5584
20 33 1133
13 85 9258
100 53 5084
86 8 2409
41 100 7641
44 86 717
19 92 743
88 54 4703
39 49 4785
1 11 7617
84 30 6649
69 94 2833
78 93 8386
13 79 6193
73 71 445
65 14 2930
82 84 221
24 71 2726
78 61 6675
14 13 4685
30 49 3966
78 17 7859
11 46 8604
48 58 7582
92 31 3052
36 95 9617
18 28 10000
90 51 5722
16 29 8034
90 94 9346
26 24 1594
43 1 5910
1 63 4255
4 62 8065
37 54 9747
40 41 3293
8 58 9421
7 48 8871
80 15 9051
13 56 4745
59 81 9920
4 23 4872
14 75 2435
20 31 3696
36 19 1201
82 59 5394
75 18 2851
95 25 2850
17 56 8116
20 21 8971
16 31 6451
87 34 7225
58 99 9152
92 71 834
40 6 9852
92 40 1962
85 66 6780
88 12 656
89 28 5663
5 99 9835
75 66 6165
78 52 8951
54 10 4101
5 53 5871
90 44 5029
42 88 4968
55 24 5333
86 11 5544
41 100 823
56 4 6574
90 78 3891
55 7 6343
57 61 1504
57 17 1808
28 7 7304
8 100 9191
75 54 9214
59 40 6577
54 32 7776
76 87 3631
1 77 6760
92 83 9967
34 39 3179
89 47 9195
48 74 5201
51 81 3752
93 7 4106
59 65 2097
35 70 8380
62 46 2267
44 46 6295
3 89 6629
21 74 2219
99 62 7165
94 10 3691
46 12 6823
98 5 1530
55 15 5846
3 49 5316
82 62 7113
100 5 7810
46 7 1299
26 80 272
44 78 2586
9 23 47
51 21 9958
73 70 4214
54 24 2028
100 78 6328
67 11 4889
79 63 7693
40 8 7852
90 34 5331
62 29 9660
99 89 3683
45 39 1655
54 12 4624
68 65 9399
47 16 8076
75 82 1738
63 12 6300
8 4 760
59 93 1745
41 6 1473
100 4 3462
34 48 1400
88 2 8463
11 69 6180
61 67 395
88 41 9129
26 56 9492
77 15 9295
36 73 6188
80 13 6793
5 64 3697
18 98 3296
17 85 9197
32 48 8317
11 8 2684
5 48 4976
85 73 83
77 1 5697
71 37 6021
10 68 6385
55 72 6449
3 89 6246
98 58 3782
47 41 7329
63 51 8989
98 7 6836
26 92 2608
60 68 5308
9 90 5696
29 52 5516
66 58 9887
14 60 1328
11 9 1237
92 7 8077
73 22 8027
61 19 4185
96 96 2976
55 56 6595
14 64 4337
10 44 2388
25 9 6597
63 74 4308
42 36 8816
30 80 8375
6 52 8596
84 12 4866
69 59 2162
96 13 3269
91 26 7532
79 87 27
18 63 788
14 78 2613
21 71 1749
88 1 4680
62 58 6031
9 42 7494
75 62 9552
36 57 7516
56 99 6693
39 77 2780
65 46 3994
52 59 223
17 31 9146
65 19 5646
44 32 503
26 41 8096
19 67 6257
22 2 666
37 9 7916
29 47 2345
60 11 2690
6 15 5549
28 31 1579
25 47 5949
70 42 7033
25 67 3425
20 37 9991
29 58 5244
94 94 2452
9 74 5498
53 34 4408
43 39 2674
43 18 6556
73 43 7802
22 64 3795
6 88 7861
30 8 6549
20 88 6706
63 81 8551
66 41 2425
63 46 7458
22 88 348
96 82 1317
3 54 3159
5 27 4223
51 84 1362
12 13 6321
12 84 1708
18 98 8188
20 63 6381
96 25 5926
5 99 5865
52 94 1746
69 48 7851
79 4 3778
53 55 9261
15 18 7726
35 29 9161
43 98 2459
82 18 6421
62 13 2898
87 18 6296
51 21 5641
48 89 3840
99 20 2344
28 72 1298
40 86 4915
65 21 9743
26 15 8841
36 96 758
8 58 622
57 96 9539
4 99 6912
44 46 5000
36 44 2371
79 23 543
76 63 7228
90 79 5100
32 56 5866
24 91 1362
33 99 671
55 7 3366
45 11 1664
56 6 3662
8 41 4505
78 19 7028
20 94 6842
100 35 5320
51 67 7976
17 42 3618
30 75 8668
100 29 2375
17 73 7385
33 81 5690
94 88 7483
50 17 2401
29 89 8095
70 88 5829
42 90 5347
17 58 1841
86 87 9715
54 86 5943
80 55 2767
64 87 7099
5 32 7586
87 81 5655
88 62 9143
34 31 7982
14 72 7271
13 40 9229
53 78 1567
67 31 2253
61 10 59
79 25 3945
78 81 6628
15 68 9908
69 7 9869
11 92 3352
44 57 5675
15 69 1167
95 73 3444
61 91 7526
65 51 9435
23 82 5611
19 59 5391
46 25 2610
6 94 9668
26 56 4659
77 100 6116
4 66 5736
70 60 5361
13 72 8351
38 89 3354
24 11 3135
86 82 1145
76 27 4969
38 84 6614
5 10 8870
16 86 6069
83 41 8186
18 10 8097
30 74 7368
81 63 7308
86 38 5271
72 23 1552
68 51 9130
36 88 7914
2 92 4123
71 7 7460
91 41 3601
76 59 62
72 40 3936
91 20 5450
99 57 7688
69 28 2610
72 95 1960
1 83 4699
66 84 7791
40 6 4949
100 48 8642
52 75 8252
65 98 5491
52 88 5063
2 38 319
89 58 7099
50 29 193
62 30 3627
60 47 7662
2 87 7519
3 38 9266
44 89 3792
95 53 6489
85 5 1077
99 58 1214
18 98 2172
16 47 1852
60 60 3033
87 72 9980
100 25 3166
19 27 6403
36 22 9643
28 68 2947
16 5 6603
44 3 6060
58 72 5357
81 87 3456
32 99 8667
17 37 9338
96 36 5963
13 54 9841
67 42 9615
9 69 7182
55 84 738
58 28 2641
69 37 5912
26 69 7651
33 52 8049
99 68 7085
89 15 8772
51 27 4278
43 93 9219
57 53 3739
91 8 7974
28 17 9353
20 37 9089
84 62 8409
34 46 2813
34 45 8980
70 85 5947
41 87 4173
18 29 9118
88 38 4070
26 28 8329
100 7 8497
52 27 634
93 10 6447
53 95 9393
65 80 4489
45 49 1073
43 41 1459
15 11 1839
84 98 5476
54 76 2255
34 75 2914
31 78 3740
64 70 9701
62 23 8447
54 87 8026
94 83 8226
18 25 1466
28 92 8376
67 75 4526
94 80 7301
1 14 1027
14 44 8704
5 59 2126
57 20 9700
3 26 4238
80 19 1073
5 37 9797
70 64 3640
98 82 5367
23 76 9046
23 28 9359
49 41 1154
4 97 8712
29 53 1184
28 55 7961
66 86 7179
38 90 8967
86 59 4783
78 8 2816
44 30 2191
89 4 570
100 52 1810
5 56 8706
69 36 958
52 64 3364
12 81 3949
42 18 7290
61 3 8501
43 32 2308
58 75 3238
1 16 1293
70 15 4797
32 19 8804
89 87 5439
99 90 4402
14 53 6282
63 95 2151
4 55 1806
4 49 5237
12 58 7812
1 10 1279
93 32 2293
89 63 1063
92 3 6302
83 1 9191
36 15 396
70 29 4390
20 32 9196
77 88 9596
14 99 2053
77 51 7815
55 43 4746
99 84 7360
13 27 4362
14 9 3063
57 45 9529
52 14 7709
93 33 4892
40 10 9579
35 75 4077
39 51 4327
53 57 1622
50 7 4405
9 19 4183
71 33 3692
85 41 36
65 44 5849
73 36 9633
16 27 3194
95 61 8120
23 51 2222
2 56 6778
23 5 6784
79 66 9655
61 88 8987
52 24 9379
39 88 8522
39 12 3509
24 27 3535
69 73 4547
89 96 4949
10 97 6204
40 71 5761
75 49 978
29 61 9865
67 65 8188
45 3 1827
18 94 8490
26 17 3068
12 85 5141
58 25 1488
59 35 84
62 26 5254
74 100 7754
51 81 5414
15 47 8278
54 44 2733
32 13 4626
73 39 6294
41 2 930
33 12 6655
72 70 2041
55 83 218
60 57 1617
65 7 4949
30 74 6496
60 79 4691
92 11 1703
69 83 7393
62 75 5295
43 59 2658
49 30 1727
89 36 7761
6 47 3817
75 11 3576
23 41 549
70 52 1979
60 43 6989
15 11 3124
7 24 3450
1 18 3109
10 67 9938
36 55 374
97 13 2372
65 39 983
40 13 675
40 35 9726
19 46 7220
59 60 7782
34 67 4057
84 19 6974
44 29 9540
33 16 147
58 64 9011
30 29 7749
64 20 4013
38 12 7947
15 82 6945
86 40 4
67 26 870
23 61 7541
96 4 9969
88 36 8936
34 94 9500
44 75 8180
44 38 2199
8 27 4810
7 41 7991
51 26 5083
54 44 5560
76 18 6520
16 65 3775
36 52 7262
71 37 3707
70 80 5481
49 75 6270
100 83 396
61 89 288
4 91 3165
38 44 6808
97 71 1625
68 86 4590
94 73 1593
7 44 6430
14 65 4461
46 66 3436
16 17 70
63 77 2310
51 80 7100
15 17 795
23 65 4266
99 84 1403
40 77 8528
33 84 8223
14 49 9987
74 94 4704
9 61 8220
30 24 8049
91 74 5828
90 40 5697
37 14 3213
54 13 4897
8 4 7225
35 88 1108
57 1 9308
96 75 4602
99 35 2314
71 65 6489
19 55 1062
98 97 1902
46 33 2167
59 38 779
7 45 7735
31 32 1922
91 88 6123
50 35 4797
3 86 7731
17 56 1347
5 26 7954
19 75 4650
72 21 4934
38 31 3071
69 89 3167
3 71 7398
76 13 338
98 63 1972
46 65 3357
29 81 9064
75 38 7141
28 56 3416
29 79 6288
14 16 8970
84 84 2710
3 38 8380
100 14 9793
89 11 2607
61 9 5071
69 37 2204
85 11 493
25 91 4648
92 71 5626
31 85 5593
100 20 5329
9 22 2566
41 74 1931
85 62 3194
91 74 7502
13 43 8938
16 27 5200
60 3 4242
7 47 713
84 77 2249
29 29 5568
57 37 6542
74 29 6215
5 13 7628
98 55 6402
99 68 8596
88 35 6922
87 95 7576
81 53 7622
93 89 9699
41 17 9127
60 25 8615
1 98 6544
67 2 5408
95 51 1463
96 1 6130
91 88 4316
64 27 3810
39 7 1963
13 51 751
63 43 2119
89 2 5043
55 3 4792
50 69 6946
58 15 4696
20 10 8249
1 52 188
16 15 5714
78 6 1772
40 18 2722
42 80 3516
12 20 7018
54 74 2472
45 24 6092
42 33 5507
38 4 3468
38 56 2220
25 71 5034
39 100 2191
62 91 4960
36 32 3039
51 95 4610
20 48 1936
91 45 7911
35 38 7943
41 75 9846
8 12 2453
79 37 7375
65 27 4775
55 40 2965
15 75 9049
5 26 5143
15 45 2643
50 88 9987
60 22 3176
54 14 7851
51 73 1314
3 52 7402
77 16 8180
51 22 5420
16 36 8194
16 41 6371
58 7 6968
100 8 8807
38 19 1628
14 72 9993
16 74 4665
81 76 568
83 4 2735
14 55 3357
33 22 7392
79 89 584
1 46 7542
68 46 3849
74 83 119
53 48 7942
97 63 3515
62 44 5642
81 78 5346
16 91 3752
72 76 3825
15 54 4613
51 54 1258
92 74 2755
93 99 9090
11 52 3437
53 48 10000
19 61 2795
61 94 2872
58 9 4762
9 32 6589
33 46 3842
97 96 1948
6 40 7873
61 84 4071
50 94 4874
86 98 274
37 69 1286
31 29 8479
54 38 939
16 46 5670
4 30 2768
98 26 2815
97 83 3354
69 43 937
91 92 5683
65 30 5532
38 18 352
75 49 9432
54 2 4469
92 69 9214
14 25 195
81 74 5672
95 22 3255
1 42 2049
89 32 4793
23 48 4922
7 37 5139
58 12 8239
90 65 7093
10 8 2813
24 21 1989
70 1 8462
94 48 3235
48 48 1476
96 88 3608
88 11 855
61 17 3492
52 74 2803
42 15 3619
86 25 526
99 100 1899
39 21 4151
53 14 98
87 61 5797
63 9 2185
70 48 1295
76 61 1363
19 12 6388
73 5 2155
43 91 6779
69 41 8530
19 79 1250
69 31 6964
19 18 5276
15 80 8236
99 1 4284
45 28 1044
59 47 7
47 71 9411
1 14 2701
31 34 5393
60 52 6772
61 72 4354
24 90 8671
52 5 3902
87 55 3654
22 52 8782
65 10 5480
23 8 6550
34 60 8315
86 90 4948
31 1 1051
2 62 4423
7 37 1512
78 88 8116
31 75 9123
37 96 9474
70 13 3235
1 35 6795
2 20 5954
17 58 196
64 88 1696
15 89 8057
37 47 2594
48 76 581
16 7 6607
90 95 4955
63 64 6667
49 64 8101
43 65 1373
49 81 2830
44 97 4217
39 63 8657
48 99 503
93 98 4779
25 65 1737
32 54 5031
86 68 6146
4 69 561
56 63 4825
28 11 9958
9 54 906
25 45 2368
33 92 5118
36 84 667
66 8 3484
2 91 2689
84 28 7757
29 31 977
41 87 6439
17 66 6450
26 75 7555
31 99 5099
50 84 3490
19 19 8025
86 36 9285
21 37 3875
9 72 3103
17 52 9985
93 92 2623
84 8 2389
33 34 4815
39 16 1413
38 66 6248
79 84 766
4 21 5153
88 41 8441
14 50 2012
68 18 8363
5 11 4406
27 94 8614
67 78 9999
81 16 3114
46 5 3031
93 84 4867
11 87 9287
63 26 2480
4 91 781
15 11 8298
30 15 2360
35 41 9405
100 60 2234
50 40 2050
64 85 6654
46 78 9537
12 40 5075
51 2 2552
82 5 2195
62 72 7105
11 53 3619
23 39 711
27 39 7122
61 40 4962
62 55 8346
15 1 9875
4 64 6666
30 14 1168
34 95 4524
28 8 8747
84 71 2199
2 93 5638
64 71 4028
86 31 3719
99 92 1474
96 59 6674
23 14 6889
88 95 8703
55 28 3649
31 55 2509
77 38 9931
28 91 1923
17 7 593
96 44 8176
14 94 6719
39 89 9229
12 11 5242
53 51 8889
7 57 16
55 87 3523
15 16 6512
45 95 8955
19 11 1561
12 58 4156
39 71 5349
57 10 6189
86 73 6552
79 77 3102
67 83 3358
35 38 8197
57 4 12
20 1 58
74 19 1268
86 82 6725
41 20 147
41 77 3008
82 14 8333
33 44 3009
86 63 2092
43 49 5581
91 5 2336
2 76 5936
59 50 4655
78 35 5436
54 28 2808
53 20 7136
12 1 4001
96 85 8644
57 70 2658
100 13 9706
80 55 9662
67 57 9038
55 67 6787
61 97 7173
96 2 8000
55 54 3672
90 18 7672
90 13 5609
86 69 7878
43 68 542
1 99 1797
14 66 8005
3 72 9223
89 32 3071
14 79 6273
65 34 1678
36 23 2295
60 65 2808
68 50 8928
97 44 6396
39 44 3494
87 10 8911
91 12 8582
65 53 9865
36 66 1844
8 30 3677
85 18 8851
80 29 5015
39 96 7164
66 44 4308
61 82 2503
7 20 1412
69 10 6424
3 75 7028
67 10 7693
10 69 5474
38 53 4043
89 84 1071
3 74 8518
19 40 4262
26 52 5195
80 10 3115
92 31 2376
67 33 5850
94 51 9311
38 13 2679
63 50 3984
6 90 9167
76 45 93
94 63 6632
7 88 4235
1 19 45
67 10 5675
43 28 6059
92 73 4709
55 62 6173
85 25 7775
68 30 8364
87 5 5660
79 50 4122
10 8 761
96 9 8080
40 27 3841
66 69 4469
24 13 9693
85 67 855
57 51 9779
83 71 508
47 57 464
6 35 8166
80 96 7873
40 43 1133
19 83 7412
60 48 6380
80 24 6592
72 8 3710
78 16 413
56 99 683
15 97 6391
31 54 1277
48 33 8324
72 73 1766
57 91 1648
68 50 6348
47 81 5571
91 53 6730
52 30 9645
16 38 8443
50 4 7839
40 86 3493
16 33 9525
91 5 3049
57 61 9440
56 80 5241
3 78 1274
25 68 4526
54 72 4907
99 87 2196
93 37 6900
32 28 2185
76 44 2570
52 34 5926
1 42 9738
92 98 1417
84 52 3694
57 77 9514
34 82 2585
93 32 6023
88 25 511
39 8 2439
76 35 9434
45 86 9819
70 38 5361
7 81 4058
23 17 4961
68 25 7289
81 59 7771
17 51 8754
92 90 5978
2 29 6337
40 4 6971
25 48 109
44 69 8798
4 27 2479
13 1 5447
25 68 6271
14 1 5829
84 17 1731
37 60 9821
67 62 9701
55 53 7204
78 78 7603
86 73 6823
35 28 8249
65 40 9649
11 64 4716
82 29 5668
62 64 2385
45 1 6296
65 19 8857
17 73 1562
20 50 7491
74 87 6463
96 22 190
44 38 9081
92 49 8096
59 82 4525
27 43 2488
63 39 740
58 3 1610
67 19 1435
28 90 3536
70 63 8023
32 10 6396
73 53 1133
53 96 4033
48 7 5014
24 33 2609
12 47 8547
3 4 9002
13 22 3672
47 1 6114
82 70 3928
56 53 3938
3 25 742
88 29 3990
20 77 8396
86 52 9628
46 15 9126
92 18 481
45 82 8903
69 80 2303
82 13 4525
9 21 5677
98 23 8654
40 10 6182
81 82 2710
76 19 2762
55 64 5176
80 7 7045
60 4 9978
62 72 9057
17 53 4170
93 13 6042
69 63 8364
22 54 1326
56 34 8959
65 9 6277
26 63 8592
54 94 8098
50 5 6501
28 19 7472
84 35 3476
5 27 8441
46 47 6303
62 21 4156
39 76 5989
97 92 6549
73 18 5463
64 23 1856
13 72 2560
14 99 6478
37 35 2264
65 91 4442
5 37 5041
59 50 2713
66 88 7288
54 84 531
54 8 6148
16 23 4722
23 35 594
82 100 6444
12 89 4978
27 53 3069
21 9 6757
61 19 4406
73 84 45
12 37 9928
42 90 9387
42 57 4309
63 79 5495
8 12 3095
4 75 3635
81 54 4239
1 74 3347
9 86 9965
14 58 8248
58 21 536
37 14 3377
23 55 2233
83 70 1663
78 29 7874
24 32 6401
58 65 3154
96 65 8927
94 74 5112
58 39 4421
57 49 493
44 37 7506
20 60 4313
4 42 5634
18 19 2062
43 42 2746
43 51 6310
96 46 8526
74 39 6151
37 48 3590
57 56 3590
49 99 9726
55 70 7737
19 73 5579
52 90 1449
13 85 8443
58 27 193
19 75 7291
45 48 3081
95 85 3881
36 93 7936
25 42 2135
3 48 6204
39 66 8729
17 69 1370
18 81 8354
60 91 2433
4 9 407
94 5 7554
27 100 1690
7 35 883
42 12 1976
28 14 2475
84 4 6692
64 73 260
85 90 1592
39 1 3434
23 4 2095
29 50 6099
34 76 1598
76 34 4885
10 27 9548
85 55 5313
11 90 9916
54 53 5288
13 37 2877
56 27 7477
90 49 5633
36 29 8282
34 15 1209
84 90 8294
68 99 1120
67 35 8174
79 97 8363
46 50 6767
86 14 8404
14 21 682
91 62 9683
75 97 5811
8 31 9325
68 14 8266
61 33 3516
80 99 7050
54 29 4046
68 26 7547
35 11 1460
90 25 81
23 67 6842
5 41 3839
16 100 3521
92 67 1134
58 27 618
73 6 8816
75 11 96
72 31 4373
19 17 584
30 6 660
62 28 5726
56 85 4118
46 100 4117
66 43 3283
51 52 6261
68 77 1466
35 51 6129
82 74 2259
54 44 2975
37 74 3032
96 35 3111
73 42 9247
90 87 4546
58 52 3741
40 2 2392
52 21 6720
18 55 7422
98 36 4896
8 90 3039
34 78 9664
65 74 4851
27 98 1792
74 88 679
71 45 1382
63 37 5036
7 88 2256
26 57 8211
48 6 5698
43 13 6387
33 46 3565
97 62 7890
47 41 5087
38 14 5626
68 36 3623
50 99 8711
37 57 798
92 82 407
54 29 7312
52 23 6477
38 56 4522
54 52 7184
43 50 3924
82 39 3989
7 7 8276
81 8 526
91 96 9482
41 87 1864
47 93 1444
10 44 6767
86 33 3574
60 87 5177
95 81 6426
18 62 1816
58 21 5674
33 1 5733
11 92 7028
92 32 8167
7 30 7359
51 91 302
69 29 9734
42 88 5572
70 82 9353
47 51 8866
62 8 3386
36 92 9239
68 2 2430
48 46 2813
14 52 4442
72 54 7332
25 74 4312
58 67 7199
30 36 2232
34 82 6982
99 44 8141
37 31 3985
75 98 5038
4 97 783
68 10 5787
9 33 1492
92 57 4666
4 67 5232
54 48 8368
86 81 3201
19 79 8844
12 15 3674
48 41 3424
85 96 5120
20 63 6930
58 23 2562
1 15 8671
66 70 8637
50 75 4384
69 12 5264
69 83 6494
13 94 1461
38 93 9401
61 77 9097
33 48 9711
14 57 9334
27 58 8000
97 23 3669
33 24 2595
68 92 4307
83 61 8489
77 25 3282
89 62 1726
41 75 9802
89 59 3702
100 72 2858
33 98 5115
32 95 1490
52 79 7213
46 47 7005
4 29 417
92 57 6293
25 97 8306
50 38 9880
4 78 5190
5 77 8461
62 61 4959
29 44 9705
18 47 1335
30 45 7881
86 48 3662
54 40 8818
46 16 3867
52 66 5504
83 69 1881
73 25 2710
33 86 7322
43 66 7366
99 83 9212
34 65 5456
14 50 404
27 56 8895
97 1 4210
63 4 8075
18 87 2995
50 11 6319
59 95 7257
81 38 922
98 36 5157
9 69 821
17 35 7622
20 13 5977
66 9 2178
75 71 881
2 88 8319
48 90 3329
67 48 724
75 80 1813
48 77 6300
4 38 5521
76 54 7355
98 25 8167
26 90 3128
3 16 3398
36 17 3538
6 65 5427
87 83 8126
10 9 8958
22 56 8934
73 12 6323
93 87 3876
47 36 1052
66 62 4041
93 16 6109
42 3 2625
31 61 5641
57 47 1475
35 56 7383
92 29 6991
25 1 5454
100 94 3592
27 92 9028
79 9 441
71 53 8
79 47 4963
56 77 3623
48 86 5669
23 20 1824
57 11 6604
99 87 9956
52 86 7401
44 13 2645
23 43 3853
15 13 6858
74 92 8704
36 99 5632
58 46 6717
26 20 2788
1 29 98
56 27 6637
12 31 6022
12 26 1186
56 48 6828
61 14 3341
70 87 3184
73 75 5334
56 32 9079
73 10 4951
60 10 3979
10 18 9505
46 29 3335
19 92 9060
57 100 2059
84 12 9124
76 81 263
11 5 437
44 60 9620
75 84 7129
25 96 7491
55 57 7308
11 54 2888
98 72 1631
9 28 9830
68 64 393
43 39 7473
57 2 8829
45 45 3741
65 71 5276
45 95 9871
87 1 6679
46 12 9632
33 9 7456
16 17 4983
45 36 8098
90 79 3789
14 87 1590
43 32 6834
83 96 7657
58 92 9951
81 79 6752
11 24 3915
43 9 8423
98 24 2039
32 20 3175
30 9 7305
18 23 4691
7 17 2122
92 99 5569
48 8 2161
51 40 5739
54 51 6314
68 45 422
42 42 6045
80 73 5717
6 54 7125
10 71 6799
1 29 7215
74 73 8465
43 20 5825
55 22 9164
45 27 7866
58 46 5210
32 87 8651
28 67 5876
44 72 8629
21 34 7052
19 86 6380
86 59 2504
50 53 4024
74 59 6297
90 3 9724
55 13 921
65 44 5608
67 23 8526
42 67 6497
23 39 5882
26 57 8667
57 94 9678
61 44 4482
36 69 5241
32 58 395
7 65 9907
28 29 6902
35 95 7425
12 89 7191
60 63 6029
42 88 737
8 44 8531
37 4 4226
19 39 7294
11 23 9604
5 81 2668
12 8 8048
13 94 8042
37 5 7582
79 65 8944
59 58 5531
96 17 6427
78 54 1430
3 24 3621
48 34 9295
51 38 8175
70 1 7535
17 66 6628
11 2 6685
92 33 4201
36 91 5058
18 38 4274
44 67 7879
26 21 4002
98 69 4235
92 71 5325
18 93 825
52 9 3990
32 19 2244
16 63 9128
68 50 670
25 67 7608
50 63 7526
29 40 1947
82 37 867
17 80 3889
93 97 33
17 49 4642
59 80 4812
2 47 1774
29 14 823
98 90 3842
57 39 904
35 19 6143
33 1 9531
51 69 4010
91 61 4106
24 77 3706
65 87 3085
76 88 1631
2 68 3544
24 18 6585
65 26 2324
20 12 7694
14 44 3994
44 94 8162
53 85 5522
11 8 3251
16 24 5337
1 51 377
83 52 7496
79 28 7365
63 92 3943
38 64 4754
32 77 8098
77 21 7543
39 25 627
12 35 86
14 3 561
3 55 512
31 37 8063
78 15 6742
43 30 7686
85 67 8149
38 50 625
87 27 997
30 17 6922
8 80 5208
46 94 3210
6 48 364
17 78 4653
32 55 9619
73 49 1848
58 33 6367
6 23 4516
83 9 6642
79 90 7258
52 98 4590
12 43 9183
73 100 1782
37 17 59
41 100 565
59 72 4314
59 82 1598
25 39 820
40 21 2781
34 52 8670
91 55 1819
80 66 2313
14 39 713
95 27 7529
5 19 3528
70 77 5451
35 35 4632
32 59 1923
4 51 1595
36 84 998
5 26 7053
76 58 7670
88 23 6060
52 18 8938
32 74 956
11 43 8085
62 29 2171
45 61 3230
67 16 4832
62 51 915
11 55 7792
63 82 7349
85 22 1472
96 73 1941
34 5 8814
41 15 9009
25 76 6837
96 73 3897
77 91 3712
8 4 9062
74 15 4969
65 29 9602
66 13 8923
37 9 9996
77 42 6700
42 82 8914
50 59 8442
87 54 6266
35 82 7956
99 89 1460
12 14 7774
32 30 302
34 95 6715
8 31 5775
3 59 68
54 1 6901
68 2 4359
61 40 964
26 75 9945
81 25 2485
92 88 5850
65 20 1480
19 5 3074
85 12 2105
59 67 3215
26 20 2515
78 39 8069
37 99 4008
52 76 582
49 9 558
33 100 6646
83 65 6517
62 83 3421
35 19 8984
91 77 6850
6 54 70
72 31 3908
40 19 3159
48 23 7734
81 71 1942
91 55 7242
36 89 7758
4 50 3792
76 37 8410
59 79 3738
9 36 9843
30 8 3625
37 99 5796
47 98 7318
81 31 840
74 21 2494
67 8 4483
76 11 8284
67 86 6972
28 96 2651
65 4 4886
59 85 2545
84 74 7344
79 20 9641
96 100 6371
35 26 4443
80 92 4150
62 68 4712
46 86 3197
17 14 7645
19 30 2200
5 89 3285
49 72 1158
92 2 8977
85 97 829
7 83 8654
50 62 2397
99 76 9816
11 73 4702
59 89 8167
3 60 7596
3 64 5536
39 64 9259
96 8 4560
72 92 5108
52 98 1742
57 99 6956
54 98 5231
69 60 1203
22 70 1843
88 25 9802
36 27 6317
23 17 7581
82 12 7288
93 35 1431
53 87 6380
46 95 6579
1 48 2528
83 69 2587
37 42 9008
32 30 6732
33 17 4310
2 39 5026
82 72 37
69 17 1024
51 21 6110
30 66 9356
8 19 456
35 1 5576
73 90 9417
81 21 6498
12 5 4414
74 6 5053
99 87 376
88 7 8592
11 57 3864
72 39 5230
27 46 2348
82 33 6800
57 5 6141
74 37 5861
23 1 8466
37 74 6623
41 24 5210
16 11 568
60 21 7777
23 44 3215
4 71 9812
3 4 96
3 61 6653
95 86 8489
56 8 5041
73 96 4266
95 36 1190
56 4 8552
76 15 4673
52 37 1068
18 41 8038
81 95 8742
77 97 8754
29 92 7491
69 99 1450
10 23 5046
75 17 6033
16 25 8436
68 100 3550
92 3 5239
59 20 8731
49 52 2725
42 28 374
95 8 1465
37 77 915
86 38 837
83 64 4205
16 80 6229
51 99 3828
53 90 1130
91 48 7701
21 96 9705
45 89 4532
18 35 7892
34 71 1920
100 9 8009
36 91 4072
41 6 4003
21 9 1
1 13 9442
30 3 690
83 23 837
87 19 8626
70 89 9160
13 22 6283
84 22 5091
92 9 3333
16 1 691
18 22 5599
71 22 4311
12 3 2065
1 37 1239
90 75 4557
67 97 8745
