1000 10000
569 585 8399
43 868 9719
909 795 446
696 290 2151
757 218 7561
147 672 827
573 566 1836
243 986 9589
912 586 6793
419 961 7299
55 881 3235
453 923 7103
523 184 5249
969 879 2539
471 988 2108
383 134 8779
561 707 7344
749 301 9681
337 212 1267
129 982 1579
779 388 6812
14 840 5086
468 715 3269
716 683 4148
606 505 6135
713 239 4620
492 799 326
187 547 4978
868 883 3190
486 364 171
64 142 2559
875 507 8750
313 974 4816
581 690 8498
728 295 7354
214 360 2592
834 851 1391
511 37 8289
489 256 6524
678 741 2887
200 805 7380
110 31 6887
212 343 4860
27 924 2901
877 3 3548
582 217 8907
174 402 4109
916 912 145
204 752 9401
727 781 9493
965 333 9297
345 442 4680
231 5 4374
442 384 1649
695 260 652
242 841 220
500 366 4973
608 281 8884
104 485 5988
856 563 6768
349 528 4100
997 872 6894
676 454 3898
50 895 6281
698 589 8892
701 182 9085
272 33 9450
244 992 4083
480 96 8567
467 303 2129
234 3 7656
334 1000 8879
579 27 6332
476 428 1227
109 478 9167
352 178 3701
436 450 3733
238 45 9725
320 524 8172
886 990 4826
366 224 2829
374 909 4180
252 487 7206
936 314 2634
162 774 2111
680 126 2640
380 561 4441
465 150 2486
541 469 2009
64 706 5351
889 72 2926
69 797 8834
248 400 2672
806 335 8337
439 848 2111
901 528 5588
540 259 5148
333 75 5650
818 615 2118
178 30 5824
528 271 5247
453 339 8043
638 939 5794
661 744 2129
350 534 7328
812 434 4207
399 325 2818
898 9 6892
547 826 8859
665 356 6888
488 235 2158
86 688 3849
480 677 9787
273 690 9882
753 39 415
81 850 6200
639 248 3524
456 145 9533
348 692 6710
558 708 3417
445 547 8652
955 632 1691
803 111 1367
941 383 3056
822 488 1446
236 920 2295
435 558 7542
310 366 5039
842 65 4082
904 622 6789
320 66 5335
323 372 4966
13 174 6428
732 114 9162
787 935 1649
585 522 7568
879 956 7478
773 266 7843
163 459 1907
244 714 8528
384 34 945
718 356 1317
35 721 9842
814 452 9956
975 238 4242
976 822 6764
895 53 3719
372 825 1336
566 339 2795
472 582 3860
351 965 8893
648 34 5601
964 420 9321
157 233 7772
112 559 361
354 534 8535
117 429 939
187 152 5115
523 718 2453
669 541 3386
528 244 8350
773 891 1735
725 206 8506
397 362 8738
520 826 648
232 179 3182
118 647 2962
56 833 1113
522 707 8182
974 375 6075
359 255 3318
60 379 7208
146 103 1765
651 499 4126
388 18 6951
388 249 4481
569 367 7127
882 774 1312
346 296 2018
528 621 4745
954 980 6999
271 391 377
830 537 6831
594 187 9329
71 927 4698
374 314 6946
206 234 3664
685 115 5790
996 460 2085
13 339 7705
109 644 6036
107 914 5427
835 95 315
665 40 6501
345 463 1779
42 836 444
340 393 5677
355 77 3143
144 72 3955
580 437 2645
285 545 5289
672 4 5202
98 190 8649
764 207 4688
265 551 150
395 945 8337
839 284 3730
515 638 9806
10 134 4230
964 713 9018
608 349 8914
248 21 917
802 470 4459
450 234 3665
137 498 4215
287 244 7159
623 82 5794
352 949 3784
510 958 6917
91 273 3629
460 232 7978
373 480 5998
642 281 9467
100 730 5052
764 866 6549
330 504 1145
841 127 226
634 830 8526
417 691 6483
685 133 7107
314 592 339
643 965 4170
992 606 7450
810 57 1531
862 172 4748
762 501 7252
906 693 3730
132 327 7911
9 95 5954
844 780 2086
950 445 8030
640 87 9994
809 78 7951
610 887 6359
140 748 2530
240 510 3382
843 767 6075
924 250 6401
186 259 847
139 102 3626
577 51 1070
958 691 7508
951 851 2585
253 461 4824
963 952 6571
492 191 3432
873 33 199
947 956 3448
699 494 8058
546 632 4159
523 560 5210
945 517 4252
452 819 9102
389 423 3562
212 385 5514
134 228 6056
918 101 6089
468 399 8396
267 98 889
325 995 5873
483 869 1784
44 165 301
295 969 471
749 357 3894
662 920 9630
527 405 3858
583 674 9958
671 141 6708
418 408 4157
659 84 3151
531 566 6372
314 962 8536
966 608 9856
437 356 6564
682 370 3483
311 896 6240
168 478 1913
477 500 3406
185 918 4165
341 928 2248
844 458 8165
215 123 7126
102 441 9734
958 877 1441
521 558 5810
356 220 4706
947 388 4183
859 864 3035
616 400 6952
780 741 2231
27 584 2040
192 150 8162
317 251 9954
402 560 8830
843 433 7739
4 140 6311
709 86 5698
244 296 4913
278 912 4313
581 691 8053
811 70 1988
850 261 6137
363 929 1739
669 683 8651
498 877 3435
589 880 9574
251 941 6011
948 184 4658
212 813 2569
876 745 6612
280 907 2681
267 108 5293
755 470 5221
494 490 4903
496 340 5779
930 928 11
503 530 5951
865 477 486
522 40 298
443 916 1394
406 195 3300
86 814 4407
730 568 9228
950 413 7718
205 908 5057
335 837 5336
697 691 4865
647 555 5693
484 429 2732
133 223 2999
526 628 4546
825 65 9359
231 794 6278
811 95 691
528 651 7598
936 986 435
271 34 5125
135 681 4032
179 164 1812
910 297 1034
261 174 4661
806 999 8077
516 581 3870
793 743 6316
483 270 3967
81 557 5304
867 827 337
991 313 5017
374 491 2533
185 753 3181
218 13 8354
230 170 7704
306 685 5637
527 477 1379
843 312 9001
809 744 3557
112 610 6736
800 952 7048
817 326 2891
701 510 643
233 80 9655
586 309 7176
642 967 9860
630 845 6688
360 39 1999
712 199 9742
621 662 6703
356 462 1655
755 278 4980
645 330 8489
639 562 9568
645 499 9229
820 492 5547
679 121 2391
719 481 8782
717 544 5980
811 164 5642
513 519 8103
519 626 8380
498 622 8061
339 261 7622
258 905 4472
486 77 9964
384 107 6084
127 825 6916
908 894 1460
887 56 9623
528 920 4494
630 439 9471
361 936 1092
421 274 6352
394 532 7609
866 369 2037
829 105 3143
264 231 320
532 490 9213
991 376 2268
965 256 6187
810 885 2625
280 598 2913
372 370 5538
75 764 6421
35 981 1142
423 161 5246
566 424 3828
885 955 9317
97 297 7692
716 614 947
254 423 7184
231 703 4781
143 426 4502
32 852 1265
453 239 8597
594 661 3757
839 226 9181
18 462 4487
334 910 4784
377 625 2397
676 231 8171
859 461 5225
991 955 4650
492 986 1854
109 438 8092
705 383 1752
462 573 2330
642 590 3791
480 923 1701
263 652 4677
11 327 8907
534 185 3367
758 527 3673
760 18 2659
613 126 9448
56 831 8831
807 644 2403
488 637 3993
279 116 9267
331 731 5918
7 93 1244
266 626 8780
984 384 3306
657 495 9324
315 107 801
114 514 9983
944 672 626
347 160 4614
691 438 3730
957 768 5460
227 126 8552
470 391 7530
602 375 4913
907 383 759
582 49 4217
735 162 9730
717 106 5401
695 804 3560
308 494 7997
389 802 3116
200 28 7242
104 850 1984
633 803 710
897 709 7092
655 643 140
871 377 5654
952 93 6111
352 139 3914
912 799 5759
260 187 4560
728 387 8940
321 490 141
656 122 6943
366 370 9003
809 24 5645
301 246 373
954 197 6818
64 900 1956
329 163 6754
87 775 4941
998 502 4679
289 174 4520
429 829 5641
723 546 8362
78 355 737
722 655 6982
447 960 9530
264 23 7429
219 703 592
325 789 3366
617 786 5219
295 75 3392
814 855 2572
806 578 7118
519 7 472
255 80 5478
236 526 1437
117 789 811
545 360 7513
136 684 3653
853 300 7438
71 946 6864
814 111 5719
386 268 3648
503 786 9654
326 40 2085
803 627 8611
239 743 2399
401 639 8110
913 775 9793
565 979 1444
354 402 7741
570 567 3203
288 952 3470
287 806 9607
292 131 5998
376 285 9624
986 875 2718
737 275 6357
846 539 7483
991 455 5813
434 161 214
527 730 6781
729 369 8084
551 655 4890
157 298 372
155 25 3657
130 363 8883
200 99 4158
556 296 9696
390 286 5503
202 72 2663
768 950 4392
548 678 2760
983 228 7766
224 737 5415
596 243 1439
604 724 801
486 923 2251
995 830 7547
43 219 9184
545 773 2255
207 540 7204
950 439 7234
61 421 5813
178 645 8901
592 240 6143
382 195 9867
183 32 9141
433 27 323
331 69 4541
515 613 6665
121 171 4204
677 472 6642
910 884 2063
74 61 1707
975 4 2298
117 385 3844
335 567 8875
828 352 4253
150 682 3321
42 196 4285
707 317 9807
910 993 630
904 254 9513
318 327 6925
376 301 1928
25 418 2313
868 104 5231
94 931 2934
347 80 6616
667 122 8163
304 180 3479
110 441 8823
740 344 5076
604 661 755
529 388 2055
456 412 7824
120 279 4280
703 373 4210
636 71 642
251 737 1763
414 40 6942
244 502 6734
67 593 5078
494 196 3090
600 724 2478
7 180 8241
830 651 1520
109 353 244
671 989 2314
312 591 7402
426 4 9794
719 600 9295
452 18 9239
529 863 6434
971 463 4158
800 469 689
40 650 4691
911 111 5044
506 781 7384
819 92 1974
573 869 6978
366 587 4929
12 38 1946
250 919 5808
35 241 7270
192 40 1090
232 431 8740
923 694 850
318 199 7982
701 370 4425
674 942 8293
3 659 2879
931 670 1268
876 271 8538
36 305 7778
657 849 4169
747 432 5952
838 354 4645
39 671 3195
20 723 7564
444 397 1505
88 399 7515
966 682 2184
585 557 7454
123 944 6111
252 601 5959
773 699 390
724 536 4096
720 574 2118
914 945 1841
478 388 5237
334 475 1987
849 792 668
384 728 9577
190 202 872
300 454 5472
610 226 3522
351 301 1057
798 20 7982
916 933 2278
108 762 5665
696 448 5491
34 296 4634
702 31 4362
630 220 9563
501 871 4368
325 480 2945
846 183 7597
255 980 6616
588 247 5901
866 706 3014
882 401 9461
725 435 9108
358 488 4139
71 117 4710
986 969 581
705 293 412
650 491 4594
246 745 9926
214 332 8524
114 549 2230
479 431 8982
940 155 4416
47 864 8255
537 935 3723
247 272 1692
179 976 3984
590 625 474
536 223 8570
813 788 6254
336 901 5802
917 379 5584
899 670 4738
666 69 6954
921 605 3888
643 203 511
334 381 8486
670 323 3463
495 858 3037
417 22 3824
670 709 8076
471 626 2454
55 524 5476
144 541 3544
97 813 7148
336 456 3703
846 141 1083
684 162 2405
146 9 8614
182 425 9635
5 94 344
432 564 9321
885 970 9196
712 114 736
255 562 8549
755 250 6356
457 447 9496
539 130 1010
296 627 5018
909 808 6442
896 164 7887
591 595 8802
911 832 4772
106 895 3237
841 150 1150
741 256 2399
96 712 3846
944 602 3975
305 249 2602
322 158 2761
115 405 8277
1 995 7223
802 257 8406
925 362 7301
513 554 3802
663 295 5057
413 742 4768
610 37 6721
585 341 6970
538 14 479
650 128 6883
278 480 9229
853 634 485
258 910 6198
910 423 751
711 437 5397
767 849 6491
534 459 3527
607 395 3868
576 284 5233
54 285 1361
288 915 9192
516 767 4825
352 24 5735
549 286 1509
299 996 6945
48 763 7145
538 648 9603
64 254 7349
283 829 2984
516 882 9269
228 521 7183
419 36 301
596 387 676
330 935 1961
190 586 7957
134 633 3719
278 170 6718
233 585 972
933 220 6152
917 87 6386
537 314 4906
71 84 942
371 679 7680
46 360 4967
7 549 3552
963 34 1536
33 664 9057
750 896 5993
73 180 6212
225 96 1298
610 984 8963
515 54 2047
456 424 1725
488 822 6437
454 828 4985
357 142 3371
244 526 6034
300 275 5281
292 348 8460
856 572 4908
153 181 3891
116 695 5297
514 503 3072
590 342 7893
26 795 8072
363 503 5213
733 746 5738
766 397 6365
398 40 8064
857 895 635
764 400 3167
655 867 4213
951 380 4715
22 969 5056
267 347 202
338 709 56
903 793 9801
992 910 7549
356 307 6589
419 515 5835
405 279 234
571 285 5100
784 587 8831
850 960 3152
258 226 4498
811 564 558
867 818 4702
19 809 2963
568 517 4269
508 287 9783
342 692 4413
928 614 5697
379 749 5283
210 599 6243
361 208 6468
210 18 383
119 884 9552
820 903 9713
782 822 7229
402 329 6515
536 670 4558
949 597 8172
645 976 4272
280 537 4870
874 249 429
693 810 8447
428 928 1682
979 99 9936
691 232 757
271 633 7085
786 168 1107
695 468 6703
218 465 8030
490 744 3918
711 969 1166
140 661 6975
586 88 8254
619 67 3352
555 109 1583
311 380 3567
396 517 9087
854 211 2554
556 429 2370
938 918 1113
855 628 4081
373 119 4094
699 56 5181
953 675 3247
656 229 708
591 539 2087
509 286 6603
595 139 8813
501 47 9593
870 336 6862
335 542 1842
767 266 4960
860 965 1016
41 269 1690
639 276 6918
346 218 3808
784 727 9446
386 321 4936
199 821 3334
143 691 2669
5 377 9563
846 143 8828
805 3 144
820 395 1764
861 385 7040
130 83 257
938 866 1335
735 252 6656
670 802 7828
4 944 870
24 300 3246
938 145 5389
766 302 7743
261 473 9137
25 334 1873
416 463 3955
24 752 3821
359 486 8072
14 508 8225
841 863 1168
711 886 6468
308 824 5964
696 941 8265
790 201 738
926 577 5071
799 992 885
753 16 5637
925 374 1474
996 739 6981
572 931 1843
740 993 5081
559 301 6256
874 348 4196
139 138 1748
228 415 4325
650 213 1668
534 318 4035
522 594 2760
348 590 4498
328 513 3429
523 604 6773
603 162 5073
210 388 6421
405 878 4910
504 105 3324
180 754 3537
848 639 2206
234 513 6799
994 860 1740
491 539 5253
271 413 4856
44 367 3370
468 576 3109
240 332 5986
149 836 9090
473 367 195
361 566 3833
918 800 4697
716 793 7908
808 635 447
412 258 6859
619 301 2226
340 120 9153
448 360 5485
433 860 5672
522 332 390
68 692 4956
253 609 6107
949 677 3899
857 836 1885
303 247 7142
513 865 2794
90 205 266
243 652 9625
79 437 4836
750 958 168
139 378 8211
446 630 1172
552 578 2200
802 434 3035
687 88 5281
180 953 6497
326 42 53
591 636 2705
567 714 9493
402 815 6802
569 306 1179
132 751 2808
303 655 6386
854 456 6171
888 494 2611
520 674 2563
16 999 956
69 941 592
125 507 9657
617 908 3824
418 829 3481
597 960 3583
404 614 237
141 467 3693
312 354 8538
922 873 5563
484 240 7561
791 308 7501
734 784 1359
743 400 1267
566 170 95
46 118 6054
628 521 3019
217 662 485
261 325 4190
798 246 9414
361 81 9005
273 223 6665
126 957 1448
484 699 9200
750 616 369
844 13 2486
249 992 8358
267 208 4371
103 468 6695
644 266 4292
409 978 9724
414 250 3947
78 375 255
525 859 1953
724 608 5568
444 804 932
929 52 8923
287 671 2483
657 125 8950
704 769 9567
347 177 3544
71 942 4794
369 19 3520
623 896 8378
575 971 3338
494 415 8493
777 695 3544
699 333 566
181 342 3691
483 397 9811
401 743 8339
297 813 8281
442 533 2651
961 155 2898
691 81 8221
28 574 8987
872 702 7681
415 401 5366
333 933 3707
375 767 2103
185 520 4845
523 816 8010
155 257 5542
158 569 4049
55 259 9129
627 638 9055
613 509 4756
294 276 5156
659 960 5441
717 334 4559
171 518 2078
15 392 7893
376 899 9501
270 408 4070
318 814 2680
446 441 2318
500 53 4178
256 698 5453
763 708 9412
555 424 6097
114 594 2614
543 961 6358
436 336 5608
288 957 3015
709 274 7828
389 720 8268
706 219 3321
235 826 3370
40 589 1078
451 495 6501
900 608 4447
513 151 9759
222 938 4094
181 577 2051
195 286 7676
23 674 7395
642 731 2966
314 965 2791
684 4 4731
761 807 4226
613 706 2185
411 570 687
169 144 3976
615 324 1553
17 519 190
692 893 9863
87 886 1945
404 200 7909
194 235 2265
277 995 4423
854 959 4128
390 370 3049
77 890 1192
404 504 6868
308 520 6738
497 564 4982
711 650 9867
655 405 1066
916 950 8300
180 226 2646
954 431 6957
81 821 5678
481 249 8567
25 652 6071
892 312 2942
981 160 505
962 871 2506
828 877 1910
246 792 4212
545 323 1437
543 276 6868
499 708 9040
176 189 2288
94 565 3291
516 456 9954
458 788 6114
314 749 4336
172 576 212
433 821 4356
644 718 9030
433 260 2306
300 110 7365
691 637 905
330 730 469
620 246 9276
926 55 4063
39 368 9811
374 891 2739
937 324 3911
292 967 1628
322 399 1239
979 50 9700
343 92 6336
600 421 2418
68 393 7663
696 318 4069
758 356 5788
921 81 1679
659 17 2
569 661 1320
549 982 7071
139 312 472
839 654 564
174 253 5984
943 673 2728
605 368 8045
673 125 4400
461 397 8832
491 55 8849
844 976 1509
163 876 5842
585 14 4153
409 852 158
324 378 4763
659 320 8435
387 277 6802
431 301 278
183 113 8675
14 603 1081
214 446 1408
74 961 7635
915 897 4649
419 305 4852
577 628 4581
339 287 6253
125 25 3881
926 455 5181
555 637 2294
581 3 3248
14 568 1694
421 642 8006
56 908 2902
56 327 9559
907 255 8538
840 945 2176
92 69 3200
972 994 9655
504 900 8643
149 481 8997
397 494 9565
442 266 8206
447 321 7113
700 728 6791
258 987 1045
796 826 7341
971 269 1409
523 240 2754
177 95 1654
171 244 9486
520 640 979
84 81 6596
641 879 1269
105 578 5996
896 188 1982
292 335 3807
633 657 4075
393 179 6666
147 707 6761
800 878 9356
637 397 4995
615 832 4427
210 472 9305
478 576 5234
826 823 1773
807 467 1107
966 451 1764
392 843 6942
410 989 2649
522 140 3878
877 776 9626
871 742 9457
649 304 4280
305 133 1207
538 310 7030
663 117 1848
769 434 298
532 825 6492
826 586 481
474 107 2972
703 983 7100
328 205 193
136 853 8848
767 157 4333
973 47 2642
354 61 2110
201 829 6543
850 713 2720
342 538 7305
174 363 9764
497 417 6746
948 744 5951
141 231 8155
988 997 2664
672 969 1062
314 675 5122
423 875 5950
318 77 8014
37 418 5551
693 943 265
456 439 9681
202 387 9776
504 879 6
10 218 7354
673 890 6675
86 555 1349
207 977 9575
509 294 1651
522 682 420
425 375 6362
41 830 5153
722 383 3891
497 238 2769
855 248 3338
560 272 7227
234 358 6133
934 916 3110
509 424 3755
511 298 4437
931 74 5163
644 114 9344
148 187 3727
38 36 6964
158 890 3563
496 801 9835
74 35 3192
207 968 5107
668 828 7883
422 339 9532
210 269 5605
372 264 2718
68 412 3257
794 449 4292
109 959 2181
24 454 3333
858 879 5367
401 437 8687
859 104 6514
93 878 6852
624 439 6472
580 163 1736
650 230 4147
906 375 3947
197 835 3905
729 858 3710
61 67 589
780 467 3377
466 678 8833
331 770 7062
183 746 2500
6 325 6662
741 974 5243
887 879 5617
186 427 7452
90 155 661
800 216 8728
740 995 7546
116 812 2223
300 142 3345
361 676 442
861 682 9118
874 422 2092
469 661 5322
85 846 6749
888 935 1255
901 86 9470
628 825 5816
173 293 2627
748 592 9121
444 953 5796
885 165 5477
2 390 9899
445 858 5911
119 295 4756
219 534 3042
473 434 8128
295 61 3304
110 586 5596
89 685 6540
209 480 492
4 364 9008
833 717 2397
731 514 2255
993 632 6901
748 202 7434
141 674 868
620 320 2280
276 782 9217
223 870 3901
762 430 8732
605 785 5095
612 617 1164
361 699 9029
967 691 4012
867 790 9213
300 283 2238
167 902 2558
799 177 2339
367 400 560
620 513 6341
351 118 9125
446 81 7094
961 441 144
989 407 7835
352 273 3976
564 925 5258
801 443 2512
710 241 9040
48 608 6791
959 227 2304
299 577 8773
776 374 8853
221 686 7646
364 26 7404
550 377 5029
526 292 7953
135 93 3395
998 802 3636
390 202 595
180 160 8173
835 811 5101
959 586 2827
812 806 2512
809 169 5890
212 71 4266
592 596 9558
544 82 4002
939 80 155
926 821 356
872 1000 7868
44 187 2678
144 145 6615
322 308 6772
834 116 3292
75 680 362
692 271 8309
601 815 2391
602 105 7822
109 30 3642
816 901 2993
683 296 8179
712 791 4324
678 113 2983
449 298 9099
93 372 9130
454 63 1752
763 664 4918
505 617 2022
326 725 9403
319 541 7655
663 575 1302
842 639 9093
517 316 6557
499 117 9854
949 209 7577
430 662 3991
182 776 5006
451 280 4623
825 957 5699
227 275 8591
234 938 7518
535 131 5156
627 999 4471
183 497 8587
388 798 7147
964 227 7809
307 760 1584
312 563 7216
286 387 6172
337 965 4799
927 198 6088
444 85 4570
599 63 4568
422 598 5416
360 985 6213
507 301 8792
667 607 4903
602 270 5817
817 908 7203
989 244 7520
139 170 8069
578 966 153
147 916 9216
714 689 1813
481 49 7797
46 907 7449
189 573 8407
443 174 5677
260 991 6584
814 331 3179
333 821 7700
402 398 7665
554 544 933
769 609 5621
933 441 6669
82 486 3927
530 674 2499
289 469 6673
965 728 15
900 541 8697
430 874 7517
129 275 8914
794 180 3809
726 301 6769
698 233 9561
367 314 2047
645 196 2072
144 484 4540
168 800 1619
182 699 4160
878 480 2385
394 608 8011
659 401 1190
819 478 7490
939 176 5075
499 894 5388
897 538 8583
969 33 9418
860 200 7217
831 381 1267
342 610 4746
726 355 5354
88 365 7106
277 183 4584
119 121 6111
193 972 8356
932 868 8893
867 188 9278
284 48 3477
501 230 4210
119 571 3819
865 296 6174
218 383 6538
323 11 5073
258 481 8545
368 25 6516
75 957 7384
968 175 9571
597 458 3970
73 310 2199
282 429 4769
453 645 416
978 862 7150
515 536 6161
939 794 3993
484 513 3018
999 588 4974
734 907 7500
305 503 7309
274 927 1619
825 209 4399
945 661 4043
361 638 2256
510 504 9791
22 795 3936
15 278 801
384 628 2388
357 362 6646
208 666 148
516 291 5426
486 115 7634
884 60 9646
278 772 7635
885 633 4491
28 7 5285
315 21 4914
115 404 3541
854 112 4902
499 671 4919
998 186 1210
424 672 8676
409 907 2087
55 537 8210
41 773 7843
531 800 9849
167 115 8221
80 581 5976
621 435 8087
874 285 1109
793 283 3294
354 58 5317
381 466 5224
820 872 6112
29 913 3884
871 795 4684
719 962 5150
939 393 9730
266 365 3516
704 239 6801
812 383 6083
106 88 3140
422 468 1957
997 287 5829
108 668 8741
344 538 7887
379 609 2200
528 899 6593
609 165 7309
125 868 2899
277 680 4633
359 785 3720
850 558 1540
806 907 178
986 14 7845
78 709 8735
965 87 6343
164 966 5241
108 575 1405
417 51 5625
667 327 6304
300 37 9440
19 238 3997
910 395 4255
88 381 7269
284 458 2329
18 774 1416
360 290 2381
601 397 1307
357 165 5357
981 184 4035
636 483 3423
75 501 6660
424 763 2055
678 850 5435
298 133 8244
627 503 2018
394 862 5307
774 814 1055
433 523 6572
141 503 4755
176 139 237
598 565 3089
610 988 4851
664 18 2052
450 315 2537
693 293 5039
62 686 2252
720 812 3066
775 244 1588
698 384 3442
452 911 4932
40 509 5497
480 118 1836
683 133 1853
734 582 5520
622 626 8812
660 688 9498
912 407 6309
329 533 6904
916 230 287
357 33 3198
289 72 9058
137 552 4527
972 586 1659
825 319 8592
696 293 7217
507 952 5904
356 215 2663
16 543 2195
919 810 3777
558 519 5809
755 807 1233
164 943 3136
690 266 2721
700 442 8391
291 137 2683
507 996 635
763 351 7201
777 367 9096
971 637 7905
99 194 3423
908 300 581
140 463 4875
275 504 4493
347 203 4934
737 493 4423
420 352 5418
406 114 3768
606 242 8486
53 212 6475
310 663 1668
84 570 9968
665 61 6782
891 687 286
383 33 8488
669 769 6333
91 188 4684
508 593 2149
627 551 1390
465 603 953
939 912 4615
958 996 8184
925 12 5596
59 902 7282
344 637 2314
183 305 9083
515 395 270
198 254 9215
698 880 6765
87 696 8367
392 634 4631
6 592 2626
542 868 1989
137 926 1242
771 621 4878
84 804 4182
166 318 9928
788 868 7533
2 917 765
766 356 4460
484 747 1446
114 104 7037
91 645 256
431 134 5182
673 904 1154
550 339 3957
84 857 2627
363 644 5494
896 645 7410
660 762 9765
471 597 9863
916 63 5967
952 505 8963
560 936 4448
93 608 9703
246 509 7042
203 592 1898
829 307 4541
674 202 537
83 213 6650
200 683 1246
414 599 1660
380 902 4165
343 461 3452
790 553 8059
845 799 1919
886 353 2863
783 181 7169
675 854 8722
563 288 1934
212 839 3968
809 253 3566
821 632 6820
985 326 7632
436 468 1185
846 312 1335
764 549 5687
626 683 3219
146 357 3072
867 271 1711
152 834 2550
120 994 8154
37 814 8137
208 798 1463
840 585 5282
376 782 2945
710 546 1493
396 523 9175
966 21 6883
37 887 1505
99 391 3338
648 862 6331
153 250 2145
290 458 1294
104 297 7231
737 672 8012
681 733 1909
525 480 1784
51 445 4804
285 833 6042
789 931 7432
126 931 9293
808 83 1543
304 372 7352
950 827 8000
532 563 1023
543 243 7755
804 767 6586
939 169 8030
742 453 7862
783 241 7792
567 718 3074
211 878 9157
753 181 6880
456 482 7707
455 13 3269
829 908 6512
583 63 1630
168 1 7799
549 742 4603
410 876 7196
554 442 8913
627 653 5142
135 757 5323
15 565 6156
721 371 2169
989 200 428
852 134 6490
834 302 8490
984 202 7583
586 964 3458
133 517 6252
46 495 5256
187 982 2012
861 996 2928
369 68 3299
889 408 498
316 612 8631
157 797 4284
646 780 5486
580 717 6449
389 850 1317
992 247 3163
247 785 1144
611 646 8491
538 14 2910
836 902 1318
333 569 9281
316 725 2077
599 722 208
436 653 1924
236 41 7125
552 33 8371
67 279 3508
562 241 5153
405 779 8518
314 614 5771
983 299 3691
263 614 2415
339 564 9488
546 1000 6140
822 587 8532
946 491 6564
669 557 8195
176 470 5435
680 874 7565
549 188 5179
671 170 7829
713 785 1442
479 123 9357
966 21 708
457 842 8295
988 139 9785
904 159 4693
450 686 4162
236 717 9388
801 617 575
331 639 8096
159 351 4880
952 829 3003
308 794 5375
368 602 7568
662 942 3058
798 845 217
842 646 5254
355 881 3323
742 33 2939
316 363 2578
412 873 5928
643 824 8109
997 484 5902
371 203 856
938 864 8797
348 13 8993
916 206 9638
169 560 8870
491 302 7903
782 617 4617
711 380 490
990 23 9665
98 19 1500
352 742 6702
207 31 9917
3 378 929
995 293 7134
984 814 2694
853 656 3347
755 789 3315
372 499 695
213 489 3069
877 586 3439
377 289 7180
78 495 4563
995 849 2292
275 195 585
761 178 3750
806 31 2405
152 137 2194
466 860 2044
512 72 1532
580 949 1470
371 677 7758
902 106 7605
464 452 3453
756 727 648
692 839 5177
441 644 3207
197 147 1696
742 612 2555
138 476 2627
21 407 7927
490 777 9955
600 679 9060
204 494 1512
8 601 4590
7 292 5428
184 84 3071
742 633 3569
437 726 7532
344 863 2007
322 884 6414
248 725 4190
554 676 5220
613 231 7714
476 239 6666
65 597 6310
492 780 393
914 874 377
482 662 8455
14 5 6669
372 326 2904
785 925 8629
975 478 656
546 443 3887
611 918 4477
277 983 3073
586 826 1205
330 740 2078
707 573 3739
513 938 5096
181 310 2421
85 94 2698
65 420 3175
720 966 5617
606 576 1535
82 204 1869
507 789 5694
711 119 8785
140 177 8358
230 689 8295
677 869 6956
98 305 8050
147 369 4821
321 89 9786
290 694 9714
176 128 4917
44 986 8058
737 48 9528
874 539 9704
231 768 9744
877 797 9964
833 246 3269
234 392 4637
54 712 4725
192 353 3771
257 528 6250
173 571 1587
582 660 4634
109 533 172
164 115 8291
907 991 4087
223 175 6332
491 408 7723
479 462 7787
556 5 2139
326 261 5019
927 785 5589
513 367 8600
146 827 6484
669 991 3950
959 249 2941
398 471 3115
81 313 8875
804 792 8688
942 347 8692
432 24 1304
450 302 5088
391 814 806
342 311 1633
826 979 3623
775 289 9223
67 38 5694
534 119 5358
408 274 149
447 215 3847
138 998 222
793 448 5523
880 838 7688
686 179 1350
670 356 6680
292 483 1969
514 549 4006
559 82 5476
917 841 7749
417 287 1315
616 776 8313
189 568 112
64 800 2301
751 837 9831
101 506 9187
780 149 7021
100 662 3569
458 573 1003
933 841 8195
34 609 3834
700 224 2961
364 765 6881
475 828 680
127 578 7868
958 30 7373
496 810 5521
516 261 1534
436 718 1106
790 3 2298
985 388 8907
818 87 7482
130 451 8246
10 277 3073
41 404 6003
908 713 2032
280 208 4193
152 75 4454
686 510 9523
143 300 4877
441 636 8264
699 805 3703
532 934 9505
778 296 5781
202 336 7536
204 244 8248
236 875 9807
780 27 2881
585 64 3743
460 206 3394
336 998 6381
952 696 185
654 228 470
510 357 7765
290 558 9101
178 114 8696
425 701 3922
584 480 3948
816 417 3011
558 876 8569
303 563 6566
683 514 8614
219 519 2193
689 28 1901
805 670 4458
905 847 4923
952 623 2623
874 206 8103
173 22 4871
536 931 9746
104 234 308
21 268 1174
986 487 6044
530 527 8072
430 331 2093
240 588 2939
162 891 1561
785 764 4119
239 289 7140
109 176 3422
206 631 3655
513 651 3275
686 989 6113
730 518 2639
153 300 6969
597 539 908
535 52 6799
447 836 4914
917 426 9202
408 886 1729
830 91 8359
836 956 8362
110 993 350
222 722 9219
860 226 518
181 822 5056
88 708 4108
238 507 295
152 423 8073
705 831 2310
434 660 6401
792 847 3356
153 957 4348
854 178 5422
73 390 999
590 922 3173
998 361 1232
457 599 6738
103 750 6513
527 454 7695
837 887 3706
237 31 4552
944 183 3508
643 37 3038
416 109 5779
767 50 5052
939 399 5412
522 207 10
260 662 111
124 188 4917
818 24 6155
523 612 2185
426 907 1368
